,date,price,area,pps,address
7823,7/21/2020,1376000,"2,590",531,"1312 NE 63rd St, Seattle, WA 98115"
7824,7/21/2020,670000,"1,450",462,"9103 Roosevelt Way NE #B, Seattle, WA 98115"
7825,7/21/2020,445000,709,628,"5615 24th Ave NW #35, Seattle, WA 98107"
7826,7/21/2020,1279000,"2,240",571,"2544 29th Ave W, Seattle, WA 98199"
7827,7/21/2020,799950,"1,650",485,"1105 23rd Ave S, Seattle, WA 98144"
7828,7/21/2020,899500,"1,690",532,"3515 E Alder St, Seattle, WA 98122"
7829,7/21/2020,1650000,"2,980",554,"8 Newell St, Seattle, WA 98109"
7830,7/21/2020,330000,750,440,"1413 SW Cambridge St, Seattle, WA 98106"
7831,7/21/2020,656250,"1,600",410,"3011 SW Graham, Seattle, WA 98126"
7832,7/21/2020,380000,873,435,"3053 14th Ave W #102, Seattle, WA 98119"
7833,7/21/2020,305000,707,431,"300 N 130th St #6304, Seattle, WA 98133"
7834,7/21/2020,1385000,"3,000",462,"2325 W Viewmont Way W, Seattle, WA 98199"
7835,7/21/2020,403000,608,663,"2801 1st Ave #513, Seattle, WA 98121"
7836,7/21/2020,775000,"2,970",261,"7724 S Sunnycrest Rd, Seattle, WA 98178"
7837,7/21/2020,522000,"1,560",335,"1006 SW 122nd St, Seattle, WA 98146"
7838,7/21/2020,330000,"1,390",237,"13741 15th Ave NE #C-10, Seattle, WA 98125"
7839,7/21/2020,539000,"1,380",391,"6506 34th Ave SW #B, Seattle, WA 98126"
7840,7/21/2020,678000,"1,950",348,"9834 30th Ave SW, Seattle, WA 98126"
7841,7/21/2020,1715000,"4,170",411,"423 35th Ave S, Seattle, WA 98144"
7842,7/21/2020,380000,551,690,"2720 3rd Ave #505, Seattle, WA 98121"
7843,7/21/2020,495000,"1,100",450,"9266 50th Ave S #B, Seattle, WA 98118"
7844,7/21/2020,684000,"1,103",620,"1420 Terry Ave #501, Seattle, WA 98101"
7845,7/20/2020,575000,"2,000",288,"1805 S 104th St, Seattle, WA 98168"
7846,7/20/2020,402000,841,478,"2917 Franklin Ave E, Seattle, WA 98102"
7847,7/20/2020,755000,"1,560",484,"406 N 107th St, Seattle, WA 98133"
7848,7/20/2020,1600000,"2,871",557,"8735 1st Ave NW, Seattle, WA 98117"
7849,7/20/2020,1125000,"2,650",425,"10019 California Ave SW, Seattle, WA 98146"
7850,7/20/2020,649950,"2,040",319,"325 N 138th St, Seattle, WA 98133"
7851,7/20/2020,775000,"1,900",408,"8905 Roosevelt Way NE, Seattle, WA 98115"
7852,7/20/2020,1250000,"1,584",789,"1204 5th Ave N #A, Seattle, WA 98109"
7853,7/20/2020,1175000,"2,550",461,"4919 29th Ave S, Seattle, WA 98108"
7854,7/20/2020,479000,"1,360",352,"2802 SW Morgan St, Seattle, WA 98126"
7855,7/20/2020,710000,"1,540",461,"1728 NE 88th, Seattle, WA 98115"
7856,7/20/2020,1035000,"2,070",500,"10023 49th Ave NE, Seattle, WA 98125"
7857,7/20/2020,845000,"1,700",497,"909 NW 106th St, Seattle, WA 98177"
7858,7/20/2020,1075000,"1,950",551,"6534 12th Ave NW, Seattle, WA 98117"
7859,7/20/2020,896000,"1,540",582,"7366 Woodlawn Ave NE, Seattle, WA 98115"
7860,7/20/2020,550000,745,738,"2901 NE Blakeley St #431, Seattle, WA 98105"
7861,7/20/2020,1020000,"2,400",425,"3629 44th Ave SW, Seattle, WA 98116"
7862,7/20/2020,890000,"2,092",425,"8765 15th Ave NW, Seattle, WA 98117"
7863,7/20/2020,2713500,"2,980",911,"1401 5th Ave W #110, Seattle, WA 98119"
7864,7/20/2020,890000,"1,760",506,"618 NW 56th St, Seattle, WA 98107"
7865,7/20/2020,380000,639,595,"2440 Western Ave #406, Seattle, WA 98121"
7866,7/20/2020,575000,"1,800",319,"6738 35th Ave SW, Seattle, WA 98126"
7867,7/20/2020,1135000,"2,980",381,"2841 Mt Rainier Dr S, Seattle, WA 98144"
7868,7/20/2020,610000,"1,160",526,"12036 Phinney Ave N, Seattle, WA 98133"
7869,7/20/2020,785600,"1,740",451,"5907 8th Ave NE, Seattle, WA 98105"
7870,7/20/2020,595000,"1,840",323,"11115 34th Pl SW, Seattle, WA 98146"
7871,7/20/2020,440000,700,629,"3333 Wallingford Ave N #210, Seattle, WA 98103"
7872,7/20/2020,2950000,"4,200",702,"1503 8th Ave W, Seattle, WA 98119"
7873,7/20/2020,682500,"2,190",312,"6505 31st Ave SW, Seattle, WA 98126"
7874,7/20/2020,1100000,"1,760",625,"1029 Belmont Ave E #PH8, Seattle, WA 98102"
7875,7/20/2020,337000,868,388,"5842 NE 75th St #C204, Seattle, WA 98115"
7876,7/20/2020,530000,"1,400",379,"4148 25th Ave SW #A, Seattle, WA 98106"
7877,7/20/2020,2355000,"4,224",558,"6852 54th Ave NE, Seattle, WA 98115"
7878,7/20/2020,635000,"3,260",195,"11407 69th Pl S, Seattle, WA 98178"
7879,7/20/2020,750000,"1,182",635,"5056 Sand Point Way NE, Seattle, WA 98105"
7880,7/19/2020,554098,"1,757",315,"9876 11th Ave SW #49, Seattle, WA 98106"
7881,7/19/2020,1255000,"2,980",421,"4842 46th Ave SW, Seattle, WA 98116"
7882,7/19/2020,3850000,"6,450",597,"160 Highland Dr, Seattle, WA 98109"
7883,7/19/2020,952858,"1,740",548,"2415 NW 64th St, Seattle, WA 98107"
7884,7/19/2020,1375000,"2,680",513,"3348 E Terrace St, Seattle, WA 98122"
7885,7/19/2020,649900,"1,800",361,"5945 35th Ave SW, Seattle, WA 98126"
7886,7/19/2020,1770000,"3,940",449,"3455 58th Ave SW, Seattle, WA 98116"
7887,7/19/2020,748500,"2,230",336,"10839 Marine View Dr SW, Seattle, WA 98146"
7888,7/19/2020,729900,"1,670",437,"6715 California Ave SW #B, Seattle, WA 98136"
7889,7/19/2020,699950,"1,274",549,"1011 5th Ave N #202, Seattle, WA 98109"
7890,7/19/2020,557000,976,571,"2024 NW 57th St #201, Seattle, WA 98107"
7891,7/19/2020,1060000,"3,380",314,"5014 29th Ave S, Seattle, WA 98108"
7892,7/19/2020,930000,"1,460",637,"5753 NE 62nd St, Seattle, WA 98115"
7893,7/19/2020,830000,"1,080",769,"3209 36th Ave S, Seattle, WA 98144"
7894,7/19/2020,848000,"1,350",628,"308 Valley St #A, Seattle, WA 98109"
7895,7/19/2020,1325000,"2,620",506,"6815 48th Ave NE, Seattle, WA 98115"
7896,7/19/2020,763800,"1,504",508,"3816 23rd Ave W, Seattle, WA 98199"
7897,7/19/2020,1250000,"2,810",445,"10642 Durland Ave NE, Seattle, WA 98125"
7898,7/19/2020,519000,"1,212",428,"5001 California Ave SW #211, Seattle, WA 98136"
7899,7/19/2020,825000,"1,510",546,"8311 19th Ave NW, Seattle, WA 98117"
7900,7/19/2020,610000,"1,220",500,"1548 NW 58th St, Seattle, WA 98107"
7901,7/19/2020,548500,776,707,"3104 Western Ave #509, Seattle, WA 98121"
7902,7/19/2020,299000,444,673,"1545 NW 57th St #306, Seattle, WA 98107"
7903,7/19/2020,699880,"1,435",488,"8539 21st Pl NE, Seattle, WA 98115"
7904,7/19/2020,535000,"1,200",446,"5953 Fauntleroy Way SW #B, Seattle, WA 98136"
7905,7/19/2020,750000,"1,560",481,"2431 55th Ave SW, Seattle, WA 98116"
7906,7/19/2020,2400000,"3,657",656,"1420 Broadmoor Dr E, Seattle, WA 98112"
7907,7/19/2020,380000,644,590,"129 Warren Ave N #C, Seattle, WA 98109"
7908,7/19/2020,430000,706,609,"2920 SW Alki Ave #405, Seattle, WA 98116"
7909,7/18/2020,532000,"1,520",350,"10840 14th Ave S, Seattle, WA 98168"
7910,7/18/2020,1430000,"2,470",579,"1513 17th Ave E, Seattle, WA 98112"
7911,7/18/2020,525000,734,715,"1620 Belmont Ave #631, Seattle, WA 98122"
7912,7/18/2020,825000,"1,950",423,"4914 Burke Ave N, Seattle, WA 98103"
7913,7/18/2020,1795000,"3,180",564,"4321 Latona Ave NE, Seattle, WA 98105"
7914,7/18/2020,1400000,"3,000",467,"8329 30th Ave NW, Seattle, WA 98117"
7915,7/18/2020,847000,"2,597",326,"1904 S Bennett Dr, Seattle, WA 98108"
7916,7/18/2020,365000,608,600,"3661 Phinney Ave N #106, Seattle, WA 98103"
7917,7/18/2020,567000,"1,260",450,"4522 41st Ave SW #B, Seattle, WA 98116"
7918,7/18/2020,829000,"2,160",384,"8120 23rd Ct NE, Seattle, WA 98115"
7919,7/18/2020,1249999,"3,470",360,"5724 Princeton Ave NE, Seattle, WA 98105"
7920,7/18/2020,415000,"1,180",352,"4214 S Kenyon St, Seattle, WA 98118"
7921,7/18/2020,434000,719,604,"2000 Alaskan Way #344, Seattle, WA 98121"
7922,7/18/2020,649800,"1,835",354,"9219 16th Ave SW, Seattle, WA 98106"
7923,7/17/2020,1075000,"1,837",585,"2211 NW 63rd St, Seattle, WA 98107"
7924,7/17/2020,675000,"1,460",462,"4502 SW Findlay St, Seattle, WA 98136"
7925,7/17/2020,640000,970,660,"1415 2nd Ave #1107, Seattle, WA 98101"
7926,7/17/2020,1150000,"2,758",417,"809 N 60th St, Seattle, WA 98103"
7927,7/17/2020,1340000,"2,050",654,"2310 N 46th St, Seattle, WA 98103"
7928,7/17/2020,1340000,"2,980",450,"5723 NE 56th St, Seattle, WA 98105"
7929,7/17/2020,1615000,"3,700",436,"6539 54th Ave NE, Seattle, WA 98115"
7930,7/17/2020,1605000,"2,970",540,"6100 Ravenna Ave NE, Seattle, WA 98115"
7931,7/17/2020,940000,"1,870",503,"5525 Winston Ave S, Seattle, WA 98108"
7932,7/17/2020,580000,"1,300",446,"6029 California Ave SW #D, Seattle, WA 98136"
7933,7/17/2020,385000,597,645,"121 N 46th St #402, Seattle, WA 98103"
7934,7/17/2020,435000,634,686,"1156 Alki Ave SW #202, Seattle, WA 98116"
7935,7/17/2020,1250000,"2,590",483,"10648 Lakeside Ave NE, Seattle, WA 98125"
7936,7/17/2020,842000,"1,310",643,"625 N 48th St, Seattle, WA 98103"
7937,7/17/2020,325000,751,433,"8659 Delridge Way SW #C4, Seattle, WA 98106"
7938,7/17/2020,680000,"1,307",520,"6425 Phinney Ave N, Seattle, WA 98103"
7939,7/17/2020,975000,"2,390",408,"6608 Dayton Ave N, Seattle, WA 98103"
7940,7/17/2020,635000,"1,098",578,"2110 14th Ave S, Seattle, WA 98144"
7941,7/17/2020,1290000,"2,380",542,"1018 W Garfield, Seattle, WA 98119"
7942,7/17/2020,1900000,"3,492",544,"6027 53rd Ave NE, Seattle, WA 98115"
7943,7/17/2020,340000,870,391,"820 S Donovan St, Seattle, WA 98108"
7944,7/17/2020,999950,"1,830",546,"1335 15th Ave S, Seattle, WA 98144"
7945,7/17/2020,540000,"1,740",310,"12221 2nd Ave SW, Seattle, WA 98146"
7946,7/17/2020,340000,930,366,"2562 Thorndyke Ave W #406, Seattle, WA 98199"
7947,7/16/2020,261500,565,463,"8701 35th Ave NE #9, Seattle, WA 98115"
7948,7/16/2020,425000,700,607,"10253 19th Ave SW, Seattle, WA 98146"
7949,7/16/2020,2198000,"4,110",535,"5101 NE 41st St, Seattle, WA 98105"
7950,7/16/2020,1805000,"3,070",588,"2121 5th Ave W, Seattle, WA 98119"
7951,7/16/2020,960000,"1,620",593,"6044 30th Ave NE, Seattle, WA 98115"
7952,7/16/2020,708000,"1,370",517,"11204 Fremont Ave N, Seattle, WA 98133"
7953,7/16/2020,960000,"1,880",511,"528 N 79th St, Seattle, WA 98103"
7954,7/16/2020,450000,"1,398",322,"4761 Delridge Way SW, Seattle, WA 98106"
7955,7/16/2020,1047000,"2,530",414,"8533 Caroline Ave N, Seattle, WA 98103"
7956,7/16/2020,1390000,"2,210",629,"129 NE 57th St, Seattle, WA 98105"
7957,7/16/2020,369995,807,458,"2805 NE 125th St #503, Seattle, WA 98125"
7958,7/16/2020,519988,681,764,"2901 NE Blakeley St #432, Seattle, WA 98105"
7959,7/16/2020,518000,"1,710",303,"8125 50th Ave S, Seattle, WA 98118"
7960,7/16/2020,895000,"2,450",365,"3555 S Ferdinand St, Seattle, WA 98118"
7961,7/16/2020,540000,"1,260",429,"3940 S Findlay St, Seattle, WA 98118"
7962,7/16/2020,910500,"2,930",311,"4229 49th Ave S, Seattle, WA 98118"
7963,7/16/2020,499500,"1,146",436,"2121 N 113th #A, Seattle, WA 98133"
7964,7/16/2020,865000,"2,230",388,"6538 38th Ave SW, Seattle, WA 98126"
7965,7/16/2020,1349900,"2,980",453,"4127 SW Rose St, Seattle, WA 98136"
7966,7/16/2020,805000,"1,000",805,"9508 Rainier Ave S, Seattle, WA 98118"
7967,7/16/2020,405000,456,888,"590 1st Ave S #502, Seattle, WA 98104"
7968,7/16/2020,450000,760,592,"9024 15th Ave SW, Seattle, WA 98106"
7969,7/16/2020,585000,941,622,"621 5th Ave N #309, Seattle, WA 98109"
7970,7/16/2020,1007000,"3,340",301,"3046 SW Manning St, Seattle, WA 98126"
7971,7/16/2020,375000,980,383,"8801 36th Ave S, Seattle, WA 98118"
7972,7/16/2020,735000,"1,225",600,"125 E Lynn St #103, Seattle, WA 98102"
7973,7/16/2020,639950,"1,460",438,"6505 Ellis Ave S, Seattle, WA 98108"
7974,7/16/2020,720000,"1,547",465,"6010 California Ave #A, Seattle, WA 98136"
7975,7/16/2020,522500,945,553,"1430 1st Ave N #3, Seattle, WA 98109"
7976,7/16/2020,5600000,"7,610",736,"3035 Perkins Ln W, Seattle, WA 98199"
7977,7/16/2020,285000,620,460,"8616 45th Ave S, Seattle, WA 98118"
7978,7/16/2020,535000,733,730,"121 12th Ave E #309, Seattle, WA 98102"
7979,7/16/2020,929950,"1,689",551,"1346 14th Ave S, Seattle, WA 98144"
7980,7/16/2020,430000,"1,110",387,"10249 41st Ave SW, Seattle, WA 98146"
7981,7/16/2020,745000,"1,207",617,"4221 Fremont Ave N, Seattle, WA 98103"
7982,7/16/2020,927000,"1,780",521,"4009 2nd Ave NE, Seattle, WA 98105"
7983,7/15/2020,1760000,"2,950",597,"521 Lakeside Ave S, Seattle, WA 98144"
7984,7/15/2020,875000,"1,180",742,"7280 28th Ave NE, Seattle, WA 98115"
7985,7/15/2020,525000,944,556,"401 NE 71st St #409, Seattle, WA 98115"
7986,7/15/2020,490000,"1,180",415,"6600 Corson Ave S, Seattle, WA 98108"
7987,7/15/2020,330000,822,401,"11550 Stone Ave N #301, Seattle, WA 98133"
7988,7/15/2020,933000,"1,780",524,"1533 NW 65th St, Seattle, WA 98117"
7989,7/15/2020,1210000,"2,830",428,"119 24th Ave, Seattle, WA 98122"
7990,7/15/2020,855000,"1,600",534,"906 N 77th St, Seattle, WA 98103"
7991,7/15/2020,690000,"1,550",445,"1711 N 130th St, Seattle, WA 98133"
7992,7/15/2020,840000,"1,108",758,"640 NW 76th St, Seattle, WA 98117"
7993,7/15/2020,379999,"1,390",273,"6925 S 120th Pl, Seattle, WA 98178"
7994,7/15/2020,1022000,"2,060",496,"1914 26th Ave E, Seattle, WA 98112"
7995,7/15/2020,1380000,"2,820",489,"6022 51st Ave NE, Seattle, WA 98115"
7996,7/15/2020,825000,"1,570",525,"4412 31st Ave W, Seattle, WA 98199"
7997,7/15/2020,447000,"1,162",385,"13215 Linden Ave N #C307, Seattle, WA 98133"
7998,7/15/2020,717000,"1,230",583,"3712 35th Ave SW, Seattle, WA 98126"
7999,7/15/2020,1100000,"2,470",445,"4203 Corliss Ave N, Seattle, WA 98103"
8000,7/15/2020,614950,"1,400",439,"6902 44th Ave S, Seattle, WA 98118"
8001,7/15/2020,750000,"1,610",466,"3107 E Olive St, Seattle, WA 98122"
8002,7/15/2020,1230000,"2,340",526,"2315 N 57th St, Seattle, WA 98103"
8003,7/15/2020,1350000,"3,780",357,"2916 4th Ave W, Seattle, WA 98119"
8004,7/15/2020,702500,"1,580",445,"4008 47th Ave SW, Seattle, WA 98116"
8005,7/15/2020,1012000,"2,060",491,"4215 NE 68th St, Seattle, WA 98115"
8006,7/15/2020,933000,"1,500",622,"6218 Vassar Ave NE, Seattle, WA 98115"
8007,7/15/2020,1175000,"1,595",737,"941 W Mcgraw St #45, Seattle, WA 98119"
8008,7/15/2020,1430000,"2,483",576,"2638 1st Ave N, Seattle, WA 98109"
8009,7/15/2020,759000,"1,614",470,"13715 2nd Ave NW, Seattle, WA 98177"
8010,7/15/2020,1250000,"2,660",470,"6521 2nd Ave NW, Seattle, WA 98117"
8011,7/15/2020,585000,"1,190",492,"8814 28th Ave SW, Seattle, WA 98126"
8012,7/15/2020,2400000,"4,050",593,"2102 3rd Ave W, Seattle, WA 98119"
8013,7/15/2020,495000,"2,160",229,"11017 14th Ave S, Seattle, WA 98168"
8014,7/15/2020,950000,"1,500",633,"7575 44th Ave SW, Seattle, WA 98136"
8015,7/15/2020,1450000,"3,380",429,"823 15th Ave, Seattle, WA 98122"
8016,7/15/2020,895000,"2,770",323,"3209 23rd Ave S, Seattle, WA 98144"
8017,7/15/2020,210000,"1,245",169,"12424 74th Ln S #7, Seattle, WA 98178"
8018,7/15/2020,919950,"1,480",622,"1644 20th Ave, Seattle, WA 98122"
8019,7/15/2020,1100000,"2,056",535,"9322 45th Ave SW, Seattle, WA 98136"
8020,7/15/2020,1800000,"4,050",444,"3403 Saint Andrews Way, Seattle, WA 98112"
8021,7/14/2020,1165000,"2,790",418,"9514 42nd Ave NE, Seattle, WA 98115"
8022,7/14/2020,585000,840,696,"3032 31st Ave W, Seattle, WA 98199"
8023,7/14/2020,455000,946,481,"2110 California Ave SW #D, Seattle, WA 98116"
8024,7/14/2020,940000,"1,780",528,"3411 28th Ave W, Seattle, WA 98199"
8025,7/14/2020,750000,"1,360",551,"9521 Sand Point Way NE, Seattle, WA 98115"
8026,7/14/2020,391150,926,422,"1154 N 92nd St #22, Seattle, WA 98103"
8027,7/14/2020,670000,"1,267",529,"204 24th Ave E, Seattle, WA 98112"
8028,7/14/2020,1235000,"2,350",526,"2705 47th Ave SW, Seattle, WA 98116"
8029,7/14/2020,857500,"2,080",412,"12233 2nd Ave NW, Seattle, WA 98177"
8030,7/14/2020,860000,"1,780",483,"324 NE 56th St, Seattle, WA 98105"
8031,7/14/2020,920000,"1,430",643,"2235 NW 60th St, Seattle, WA 98107"
8032,7/14/2020,935000,"1,730",540,"1517 NW 63rd St #A, Seattle, WA 98107"
8033,7/14/2020,1057500,"1,780",594,"1264 NW Norcross Way, Seattle, WA 98177"
8034,7/14/2020,653000,850,768,"7744 37th Ave NE, Seattle, WA 98115"
8035,7/14/2020,485000,"1,330",365,"10220 2nd Ave SW, Seattle, WA 98146"
8036,7/14/2020,783250,"1,140",687,"1028 32nd Ave E, Seattle, WA 98112"
8037,7/14/2020,985000,"1,990",495,"4112 Eastern Ave N, Seattle, WA 98103"
8038,7/14/2020,611000,"1,175",520,"718 26th Ave S #3, Seattle, WA 98144"
8039,7/14/2020,1090000,"2,098",520,"125 NE 54th St, Seattle, WA 98105"
8040,7/14/2020,1055000,"1,800",586,"1905 E Lynn St, Seattle, WA 98112"
8041,7/14/2020,1231000,"3,130",393,"4715 45th Ave So, Seattle, WA 98118"
8042,7/14/2020,2120000,"3,660",579,"3853 45th Ave NE, Seattle, WA 98105"
8043,7/14/2020,658000,990,665,"1549 NW 61st St #C, Seattle, WA 98107"
8044,7/14/2020,530000,770,688,"755 N 80th St, Seattle, WA 98103"
8045,7/14/2020,1400000,"2,590",541,"4764 Beach Dr SW, Seattle, WA 98116"
8046,7/14/2020,679995,"1,410",482,"3218 15th Ave W #C, Seattle, WA 98119"
8047,7/14/2020,455000,905,503,"4709 50th Ave S, Seattle, WA 98118"
8048,7/14/2020,730000,"1,360",537,"2445 55th Ave SW #B, Seattle, WA 98116"
8049,7/14/2020,840000,"1,670",503,"4541 34th Ave S, Seattle, WA 98118"
8050,7/14/2020,270000,366,738,"4020 Aurora Ave N #408, Seattle, WA 98103"
8051,7/14/2020,668000,"2,100",318,"5222 35th Ave S, Seattle, WA 98118"
8052,7/14/2020,550000,"1,006",547,"2502 Canterbury Ln E #313, Seattle, WA 98112"
8053,7/14/2020,662000,"1,800",368,"6446 High Point Dr SW, Seattle, WA 98126"
8054,7/14/2020,277000,750,369,"2334 NE 102nd St #203, Seattle, WA 98125"
8055,7/14/2020,585000,"1,480",395,"5917 34th Ave SW, Seattle, WA 98126"
8056,7/14/2020,768000,"1,594",482,"9732 Woodlawn Ave N #A, Seattle, WA 98103"
8057,7/14/2020,915000,"1,029",889,"2914 E Madison St #205, Seattle, WA 98112"
8058,7/14/2020,690000,"1,540",448,"3629 Courtland Pl S #A, Seattle, WA 98144"
8059,7/14/2020,815000,"1,800",453,"8250 Corliss Ave N, Seattle, WA 98103"
8060,7/14/2020,639000,"1,018",628,"6408 14th Ave NW #A, Seattle, WA 98107"
8061,7/14/2020,665000,"1,550",429,"6756 13th Ave SW, Seattle, WA 98106"
8062,7/14/2020,922500,"2,070",446,"5302 Latona Ave NE, Seattle, WA 98105"
8063,7/14/2020,580000,"1,121",517,"1545 NW 57th St #610, Seattle, WA 98107"
8064,7/14/2020,1425000,"2,670",534,"3307 NW 68th St, Seattle, WA 98117"
8065,7/14/2020,690000,"1,840",375,"9611 26th Ave NW, Seattle, WA 98117"
8066,7/13/2020,1172400,"2,600",451,"3530 Woodlawn Ave N, Seattle, WA 98103"
8067,7/13/2020,540000,751,719,"1420 Terry Ave #1204, Seattle, WA 98101"
8068,7/13/2020,985000,"1,113",885,"2914 E Madison St #304, Seattle, WA 98112"
8069,7/13/2020,635000,"1,830",347,"970 SW 97th St, Seattle, WA 98106"
8070,7/13/2020,698000,"1,410",495,"107 N 82nd St, Seattle, WA 98103"
8071,7/13/2020,647000,"1,800",359,"6460 High Point Dr SW, Seattle, WA 98126"
8072,7/13/2020,819500,"1,610",509,"4106 40th Ave SW, Seattle, WA 98116"
8073,7/13/2020,2850000,"4,220",675,"6801 48th Ave NE, Seattle, WA 98115"
8074,7/13/2020,485000,"1,500",323,"5146 S Augusta St, Seattle, WA 98178"
8075,7/13/2020,760000,"2,880",264,"5903 25th Ave S, Seattle, WA 98108"
8076,7/13/2020,1300000,"2,240",580,"4132 NE 142nd St, Seattle, WA 98125"
8077,7/13/2020,605000,950,637,"4539 S Orcas St, Seattle, WA 98118"
8078,7/13/2020,819900,"1,700",482,"2605 22nd Ave W #A, Seattle, WA 98199"
8079,7/13/2020,535000,"1,860",288,"7632 S 114th St, Seattle, WA 98178"
8080,7/13/2020,575000,"2,060",279,"11219 25th Ave SW, Seattle, WA 98146"
8081,7/13/2020,660000,"1,440",458,"2022 W Bertona St, Seattle, WA 98199"
8082,7/13/2020,881000,"2,700",326,"505 N 101st St, Seattle, WA 98133"
8083,7/13/2020,1125000,"2,580",436,"3007 23rd Ave W, Seattle, WA 98199"
8084,7/13/2020,315000,664,474,"308 E Republican St #607, Seattle, WA 98102"
8085,7/13/2020,1030000,"3,500",294,"141 NW 144th St, Seattle, WA 98177"
8086,7/13/2020,602500,970,621,"10755 68th Ave S, Seattle, WA 98178"
8087,7/13/2020,910000,"2,310",394,"12563 37th Ave NE, Seattle, WA 98125"
8088,7/13/2020,1115000,"3,635",307,"11838 79th Ave S, Seattle, WA 98178"
8089,7/13/2020,1150000,"1,470",782,"611 Post #15, Seattle, WA 98104"
8090,7/13/2020,1400000,"3,575",392,"6707 38th Ave SW, Seattle, WA 98126"
8091,7/13/2020,1655950,"2,128",778,"510 Prospect St #B, Seattle, WA 98109"
8092,7/13/2020,770000,"1,333",578,"930 17th Ave, Seattle, WA 98122"
8093,7/13/2020,535000,"1,350",396,"5942 California Ave SW #B, Seattle, WA 98136"
8094,7/13/2020,615000,"1,540",399,"6036 38th Ave SW, Seattle, WA 98126"
8095,7/13/2020,680000,"1,460",466,"6533 25th Ave NE #A, Seattle, WA 98115"
8096,7/13/2020,1150000,"1,980",581,"2734 58th Ave SW, Seattle, WA 98116"
8097,7/13/2020,1315000,"2,640",498,"5545 35th Ave NE, Seattle, WA 98105"
8098,7/13/2020,650000,"1,510",430,"11217 Greenwood Ave N #C, Seattle, WA 98133"
8099,7/13/2020,2150000,"2,910",739,"1622 40th Ave, Seattle, WA 98122"
8100,7/13/2020,661000,"1,120",590,"1528 24th Ave, Seattle, WA 98122"
8101,7/13/2020,589950,"1,488",396,"2703 S Charlestown St, Seattle, WA 98108"
8102,7/13/2020,475000,925,514,"424 N 85th St #210, Seattle, WA 98103"
8103,7/13/2020,925000,"1,780",520,"9748 Densmore Ave N, Seattle, WA 98103"
8104,7/13/2020,1050000,"2,600",404,"1516 34th Ave, Seattle, WA 98122"
8105,7/13/2020,860000,"1,955",440,"511 Ward St #1, Seattle, WA 98109"
8106,7/13/2020,2200000,"3,670",599,"3428 11th Ave W, Seattle, WA 98119"
8107,7/12/2020,1442000,"2,910",496,"5526 33rd Ave NE, Seattle, WA 98105"
8108,7/12/2020,470000,840,560,"14052 Midvale Ave N, Seattle, WA 98133"
8109,7/12/2020,1236000,"2,680",461,"3608 56th Ave SW, Seattle, WA 98116"
8110,7/12/2020,780000,"1,700",459,"403 NE 94th St, Seattle, WA 98115"
8111,7/12/2020,1150000,"1,821",632,"727 Belmont Ave E, Seattle, WA 98102"
8112,7/12/2020,599900,"1,890",317,"7101 27th Ave SW, Seattle, WA 98106"
8113,7/12/2020,210000,964,218,"11915 Roseberg Ave S #304, Seattle, WA 98168"
8114,7/12/2020,635400,"1,083",587,"1805 Bellevue Ave #102, Seattle, WA 98122"
8115,7/12/2020,665000,"1,620",410,"5915 Fauntleroy Way SW #B, Seattle, WA 98136"
8116,7/12/2020,495000,806,614,"14346 Densmore Ave N, Seattle, WA 98133"
8117,7/12/2020,7050000,"7,070",997,"Undisclosed, Seattle, WA 98112"
8118,7/12/2020,1250000,"2,400",521,"4814 NE 44th St, Seattle, WA 98105"
8119,7/12/2020,540500,856,631,"699 John St #305, Seattle, WA 98109"
8120,7/12/2020,567500,979,580,"550 Aloha St #304, Seattle, WA 98109"
8121,7/12/2020,610000,"1,175",519,"9219 Stone Ave N, Seattle, WA 98103"
8122,7/12/2020,870000,"2,360",369,"7740 Corliss Ave N, Seattle, WA 98103"
8123,7/12/2020,299950,686,437,"6970 California Ave SW #B103, Seattle, WA 98136"
8124,7/12/2020,560000,"1,700",329,"6104 47th Ave S, Seattle, WA 98118"
8125,7/11/2020,1175000,"2,330",504,"8447 42nd Ave SW, Seattle, WA 98136"
8126,7/11/2020,1600000,"1,610",994,"1711 NE Ravenna Blvd, Seattle, WA 98105"
8127,7/11/2020,580000,939,618,"1812 19th Ave #101, Seattle, WA 98122"
8128,7/11/2020,955000,"2,180",438,"4220 42nd Ave S, Seattle, WA 98118"
8129,7/11/2020,472000,870,543,"2621 2nd Ave #305, Seattle, WA 98121"
8130,7/11/2020,736000,"1,286",572,"12530 20th Ave NE #B, Seattle, WA 98125"
8131,7/11/2020,1010000,"2,070",488,"711 26th Ave S, Seattle, WA 98144"
8132,7/11/2020,454950,889,512,"3604 S Raymond St, Seattle, WA 98118"
8133,7/11/2020,407500,589,692,"4421 Greenwood Ave N #304, Seattle, WA 98103"
8134,7/11/2020,880000,"1,500",587,"1818 E Union St, Seattle, WA 98122"
8135,7/11/2020,579000,"1,050",551,"7462 4th Ave NE #A, Seattle, WA 98115"
8136,7/11/2020,876000,"1,350",649,"2911 Warren Ave N, Seattle, WA 98109"
8137,7/11/2020,662000,"1,042",635,"505 Belmont Ave E #204, Seattle, WA 98102"
8138,7/11/2020,531000,"1,830",290,"11441 5th Ave S, Seattle, WA 98168"
8139,7/11/2020,785000,"2,440",322,"12747 12th Ave NE, Seattle, WA 98125"
8140,7/11/2020,750000,886,847,"820 Blanchard St #1610, Seattle, WA 98121"
